Food_Code,Food_Desc
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk"
13161600,"Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener"
13161630,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)"
13200110,"Pudding, NFS"
13210110,"Pudding, bread"
13210180,"Pudding, Mexican bread (Capirotada)"
13210220,"Pudding, chocolate, ready-to-eat, NS as to from dry mix or canned"
13210250,"Pudding, chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or"
13210270,"Custard, Puerto Rican style (Maicena, Natilla)"
13210280,"Pudding, flavors other than chocolate, ready-to-eat, NS as to from dry mix or canned"
13210290,"Pudding, flavors other than chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as"
13210300,Custard
13210350,Flan
13210410,"Pudding, rice"
13210450,"Pudding, rice flour, with nuts (Indian dessert)"
13210500,"Pudding, tapioca, made from home recipe, made with milk"
13210520,"Pudding, tapioca, made from dry mix, made with milk"
13210530,"Pudding, tapioca, chocolate, made with milk"
13210610,"Pudding, coconut"
13210710,"Pudding, Indian (milk, molasses and cornmeal-based pudding)"
13210750,"Pudding, pumpkin"
13210810,Puerto Rican pumpkin pudding (Flan de calabaza)
13210820,"Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)"
13220110,"Pudding, flavors other than chocolate, prepared from dry mix, milk added"
13220120,"Pudding, chocolate, prepared from dry mix, milk added"
13220210,"Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweeten"
13220220,"Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added"
13220230,"Pudding, canned, chocolate, reduced fat"
13220235,"Pudding, canned, chocolate, fat free"
13220240,"Pudding, canned, flavors other than chocolate, reduced fat"
13220245,"Pudding, canned, flavors other than chocolate, fat free"
13230110,"Pudding, canned, flavors other than chocolate"
13230120,"Pudding, canned, low calorie, containing artificial sweetener, flavors other than chocolate"
13230130,"Pudding, canned, chocolate"
13230140,"Pudding, canned, low calorie, containing artificial sweetener, chocolate"
13230200,"Pudding, canned, chocolate and non-chocolate flavors combined"
13230500,"Pudding, canned, tapioca"
13230510,"Pudding, canned, tapioca, fat free"
13235000,"Pudding pops, chocolate"
13241000,"Pudding, with fruit and vanilla wafers"
13250000,"Mousse, chocolate"
13250100,"Mousse, not chocolate"
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added"
13252100,"Coconut custard, Puerto Rican style (Flan de coco)"
13252200,"Milk dessert or milk candy, Puerto Rican style (Dulce de leche)"
13252500,"Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese"
13252600,Tiramisu
13310000,"Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior"
13311000,"Custard pudding, baby food, flavor other than chocolate, strained"
13312000,"Custard pudding, baby food, flavor other than chocolate, junior"
13411000,"White sauce, milk sauce"
13412000,"Milk gravy, quick gravy"
14010000,"Cheese, NFS"
14010100,"Cheese, Cheddar or American type, NS as to natural or processed"
14100100,"Cheese, natural, NFS"
14101010,"Cheese, Blue or Roquefort"
14102010,"Cheese, Brick"
14103010,"Cheese, Camembert"
14103020,"Cheese, Brie"
14104010,"Cheese, natural, Cheddar or American type"
14104015,"Cheese, natural, Cheddar or American type, reduced fat"
14104020,"Cheese, Cheddar or American type, dry, grated"
14104200,"Cheese, Colby"
14104250,"Cheese, Colby Jack"
14104400,"Cheese, Feta"
14104600,"Cheese, Fontina"
14104700,"Cheese, goat"
14105010,"Cheese, Gouda or Edam"
14105200,"Cheese, Gruyere"
14106010,"Cheese, Limburger"
14106200,"Cheese, Monterey"
14106500,"Cheese, Monterey, lowfat"
14107010,"Cheese, Mozzarella, NFS"
14107020,"Cheese, Mozzarella, whole milk"
14107030,"Cheese, Mozzarella, part skim"
14107040,"Cheese, Mozzarella, low sodium"
14107060,"Cheese, Mozzarella, nonfat or fat free"
14107200,"Cheese, Muenster"
14107210,"Cheese, Muenster, low sodium"
14107250,"Cheese, Muenster, lowfat"
14108010,"Cheese, Parmesan, dry grated"
14108015,"Cheese, Parmesan, dry grated, reduced fat"
14108020,"Cheese, Parmesan, hard"
14108050,"Cheese, Parmesan, low sodium"
14108060,"Parmesan cheese topping, fat free"
14108200,"Cheese, Port du Salut"
14108400,"Cheese, Provolone"
14108410,"Cheese, Provolone, reduced fat, reduced sodium"
14108420,"Cheese, provolone, reduced fat"
14108800,"Cheese, Semi-soft, low sodium"
14109010,"Cheese, Swiss"
14109020,"Cheese, Swiss, low sodium"
14109030,"Cheese, Swiss, lowfat"
14110010,"Cheese, Cheddar or Colby, low sodium"
14110020,"Cheese, Cheddar or Colby, low sodium, lowfat"
14110030,"Cheese, Cheddar or Colby, lowfat"
14120010,"Cheese, Mexican blend"
14120020,"Cheese, Mexican blend, reduced fat"
14131000,Queso Anejo (aged Mexican cheese)
14131500,Queso Asadero
14132000,Queso Chihuahua
14133000,Queso Fresco
14200100,"Cheese, cottage, NFS"
14201010,"Cheese, cottage, creamed, large or small curd"
14201200,"Cottage cheese, farmer's"
14201500,"Cheese, Ricotta"
14202010,"Cheese, cottage, with fruit"
14202020,"Cheese, cottage, with vegetables"
14203010,"Cheese, cottage, dry curd"
14203020,"Cheese, cottage, salted, dry curd"
14203510,"Puerto Rican white cheese (queso del pais, blanco)"
14204010,"Cheese, cottage, lowfat (1-2% fat)"
14204020,"Cheese, cottage, lowfat, with fruit"
14204030,"Cheese, cottage, lowfat, with vegetables"
14205010,"Cheese, cottage, low sodium"
14206010,"Cheese, cottage, lowfat, low sodium"
14207010,"Cheese, cottage, lowfat, lactose reduced"
14210000,"Cheese, yogurt, NFS"
14220000,"Cottage cheese with fruit, baby food, strained or junior"
14301010,"Cheese, cream"
14303010,"Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)"
14410100,"Cheese, processed, American and Swiss blends"
14410200,"Cheese, processed, American or Cheddar type"
14410210,"Cheese, processed, American or Cheddar type, low sodium"
14410300,"Cheese, processed, American or Cheddar type, lowfat"
14410310,"Cheese, processed, American, Cheddar, or Colby, lowfat, low sodium"
14410330,"Cheese, processed cheese product, American or Cheddar type, reduced fat"
14410340,"Cheese, processed cheese product, American or Cheddar type, reduced fat, reduced sodium"
14410350,"Cheese, processed, American or Cheddar type, nonfat or fat free"
14410380,"Cheese, processed cream cheese product, nonfat or fat free"
14410400,"Cheese, processed, Swiss"
14410410,"Cheese, processed, Swiss, low sodium"
14410420,"Cheese, processed, Swiss, lowfat"
14410440,"Cheese, processed, Swiss, lowfat, low sodium"
14410450,"Cheese, processed cheese product, Swiss, reduced fat"
14410500,"Cheese, processed cheese food"
14410600,"Cheese, processed, with vegetables"
14410620,"Cheese, processed, with wine"
14410710,"Cheese, processed, Mozzarella, low sodium"
14420000,"Cheese spread, NFS"
14420100,"Cheese spread, American or Cheddar cheese base"
14420140,"Cheese spread, American or Cheddar cheese base, lowfat, low sodium"
14420160,"Cheese spread, Swiss cheese base"
14420200,"Cheese spread, cream cheese, regular"
14420210,"Cheese spread, cream cheese, light or lite"
14420300,"Cheese spread, pressurized can"
14501010,Imitation cream cheese
14502010,"Imitation cheese, American or cheddar type"
14502040,"Imitation cheese, American or cheddar type, low cholesterol"
14503010,Imitation cheese spread
14504010,Imitation mozzarella cheese
14610200,"Cheese, cottage cheese, with gelatin dessert"
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit"
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables"
14610520,Cheese with nuts
14620100,"Dip, cream cheese base"
14620120,"Shrimp dip, cream cheese base"
14620150,"Dip, cheese with chili pepper (chili con queso)"
14620200,"Dip, cheese base other than cream cheese"
14620300,Topping from cheese pizza
14620310,Topping from vegetable pizza
14620320,Topping from meat pizza
14620330,Topping from meat and vegetable pizza
14630100,Cheese fondue
14630200,Cheese souffle
14630300,Welsh rarebit
14640000,Cheese sandwich
14640100,"Cheese sandwich, grilled"
14640200,"Cheese sandwich, hoagie"
14650100,Cheese sauce
14650150,Cheese sauce made with lowfat cheese
14650160,Alfredo sauce
14660200,"Cheese, nuggets or pieces, breaded, baked, or fried"
14710100,Cheddar cheese soup
14710110,"Cheddar cheese soup, canned, undiluted"
14710200,"Beer soup, made with milk"
20000000,"Meat, NFS"
20000070,"Meat, baby food, NS as to type, NS as to strained or junior"
20000090,"Meat sticks, baby food, NS as to type of meat"
20000200,"Ground meat, NFS"
21000100,"Beef, NS as to cut, cooked, NS as to fat eaten"
21000110,"Beef, NS as to cut, cooked, lean and fat eaten"
21000120,"Beef, NS as to cut, cooked, lean only eaten"
21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten"
21001010,"Steak, NS as to type of meat, cooked, lean and fat eaten"
21001020,"Steak, NS as to type of meat, cooked, lean only eaten"
21002000,"Beef, pickled"
21003000,"Beef, NS as to cut, fried, NS to fat eaten"
21101000,"Beef steak, NS as to cooking method, NS as to fat eaten"
21101010,"Beef steak, NS as to cooking method, lean and fat eaten"
21101020,"Beef steak, NS as to cooking method, lean only eaten"
21101110,"Beef steak, broiled or baked, NS as to fat eaten"
21101120,"Beef steak, broiled or baked, lean and fat eaten"
21101130,"Beef steak, broiled or baked, lean only eaten"
21102110,"Beef steak, fried, NS as to fat eaten"
21102120,"Beef steak, fried, lean and fat eaten"
21102130,"Beef steak, fried, lean only eaten"
21103110,"Beef steak, breaded or floured, baked or fried, NS as to fat eaten"
21103120,"Beef steak, breaded or floured, baked or fried, lean and fat eaten"
21103130,"Beef steak, breaded or floured, baked or fried, lean only eaten"
21104110,"Beef steak, battered, fried, NS as to fat eaten"
21104120,"Beef steak, battered, fried, lean and fat eaten"
21104130,"Beef steak, battered, fried, lean only eaten"
21105110,"Beef steak, braised, NS as to fat eaten"
21105120,"Beef steak, braised, lean and fat eaten"
21105130,"Beef steak, braised, lean only eaten"
21301000,"Beef, oxtails, cooked"
21302000,"Beef, neck bones, cooked"
21304000,"Beef, shortribs, cooked, NS as to fat eaten"
21304110,"Beef, shortribs, cooked, lean and fat eaten"
21304120,"Beef, shortribs, cooked, lean only eaten"
21304200,"Beef, shortribs, barbecued, with sauce, NS as to fat eaten"
21304210,"Beef, shortribs, barbecued, with sauce, lean and fat eaten"
21304220,"Beef, shortribs, barbecued, with sauce, lean only eaten"
21305000,"Beef, cow head, cooked"
21401000,"Beef, roast, roasted, NS as to fat eaten"
21401110,"Beef, roast, roasted, lean and fat eaten"
21401120,"Beef, roast, roasted, lean only eaten"
21401400,"Beef, roast, canned"
21407000,"Beef, pot roast, braised or boiled, NS as to fat eaten"
21407110,"Beef, pot roast, braised or boiled, lean and fat eaten"
21407120,"Beef, pot roast, braised or boiled, lean only eaten"
21410000,"Beef, stew meat, cooked, NS as to fat eaten"
21410110,"Beef, stew meat, cooked, lean and fat eaten"
21410120,"Beef, stew meat, cooked, lean only eaten"
21416000,"Corned beef, cooked, NS as to fat eaten"
21416110,"Corned beef, cooked, lean and fat eaten"
21416120,"Corned beef, cooked, lean only eaten"
21416150,"Corned beef, canned, ready-to-eat"
21417100,"Beef brisket, cooked, NS as to fat eaten"
21417110,"Beef brisket, cooked, lean and fat eaten"
21417120,"Beef brisket, cooked, lean only eaten"
21420100,"Beef, sandwich steak (flaked, formed, thinly sliced)"
21500000,"Ground beef, raw"
21500100,"Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)"
21500110,"Ground beef, meatballs, meat only, cooked, NS as to percent lean (formerly NS as to regular, lean, or ex"
21500200,"Ground beef or patty, breaded, cooked"
21500300,"Ground beef patty, cooked (for fast food sandwiches)"
21501000,"Ground beef, less than 80% lean, cooked (formerly regular)"
21501200,"Ground beef, 80% - 84% lean, cooked (formerly lean)"
21501300,"Ground beef, 85% - 89% lean, cooked (formerly extra lean)"
21501350,"Ground beef, 90% - 94% lean, cooked"
21501360,"Ground beef, 95% or more lean, cooked"
21540100,"Ground beef with textured vegetable protein, cooked"
21601000,"Beef, bacon, cooked"
21601250,"Beef, bacon, cooked, lean only eaten"
21601500,"Beef, bacon, formed, lean meat added, cooked"
21602000,"Beef, dried, chipped, uncooked"
21602010,"Beef, dried, chipped, cooked in fat"
21602100,Beef jerky
21603000,"Beef, pastrami (beef, smoked, spiced)"
21701010,"Beef, baby food, strained"
21701020,"Beef, baby food, junior"
22000100,"Pork, NS as to cut, cooked, NS as to fat eaten"
22000110,"Pork, NS as to cut, cooked, lean and fat eaten"
22000120,"Pork, NS as to cut, cooked, lean only eaten"
22000200,"Pork, NS as to cut, fried, NS as to fat eaten"
22000210,"Pork, NS as to cut, fried, lean and fat eaten"
22000220,"Pork, NS as to cut, fried, lean only eaten"
22000300,"Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten"
22000310,"Pork, NS as to cut, breaded or floured, fried, lean and fat eaten"
22000320,"Pork, NS as to cut, breaded or floured, fried, lean only eaten"
22001000,"Pork, pickled, NS as to cut"
22002000,"Pork, ground or patty, cooked"
22002100,"Pork, ground or patty, breaded, cooked"
22002800,Pork jerky
22003000,"Pork, dehydrated, oriental style"
22101000,"Pork chop, NS as to cooking method, NS as to fat eaten"
22101010,"Pork chop, NS as to cooking method, lean and fat eaten"
22101020,"Pork chop, NS as to cooking method, lean only eaten"
22101100,"Pork chop, broiled or baked, NS as to fat eaten"
22101110,"Pork chop, broiled or baked, lean and fat eaten"
22101120,"Pork chop, broiled or baked, lean only eaten"
22101130,"Pork chop, breaded or floured, broiled or baked, NS as to fat eaten"
22101140,"Pork chop, breaded or floured, broiled or baked, lean and fat eaten"
22101150,"Pork chop, breaded or floured, broiled or baked, lean only eaten"
22101200,"Pork chop, fried, NS as to fat eaten"
